"scenario","slope","slope_se","slope_p","folder","run_number","outslope"
"fixed_no_var",-0.0460403344155243,0.0383681352399128,0.244175739454913,"F:/patoine/derived/resampe4_outputs/resample54_pred_fixed_vars",54,-11.51735255843
"fixed_no_var",0.0620608357551194,0.0555577636523145,0.277212932917137,"F:/patoine/derived/resampe4_outputs/resample55_pred_fixed_vars",55,-10.80591046633
"fixed_no_var",-0.0729433942441159,0.0199809143446525,0.00158970350690924,"F:/patoine/derived/resampe4_outputs/resample56_pred_fixed_vars",56,-10.0509001308226
"fixed_no_var",-0.0130648059076104,0.0539193547523426,0.811012971835953,"F:/patoine/derived/resampe4_outputs/resample57_pred_fixed_vars",57,-10.0392264339809
"fixed_no_var",0.0179789424924009,0.061579970581653,0.77332349083248,"F:/patoine/derived/resampe4_outputs/resample58_pred_fixed_vars",58,-11.2746935791297
"fixed_no_var",0.0364292839140665,0.0955946649836626,0.707161344157746,"F:/patoine/derived/resampe4_outputs/resample59_pred_fixed_vars",59,-11.6592050312971
"fixed_no_var",0.152093621366769,0.0835763227277839,0.0837886273805891,"F:/patoine/derived/resampe4_outputs/resample6_pred_fixed_vars",6,-1.6042053777091
"fixed_no_var",0.0203054403321342,0.0658973262154675,0.761163953007792,"F:/patoine/derived/resampe4_outputs/resample60_pred_fixed_vars",60,-10.3324596715636
"fixed_no_var",0.16901411413092,0.101268220562694,0.110702206473782,"F:/patoine/derived/resampe4_outputs/resample7_pred_fixed_vars",7,-0.550149249881386
"fixed_no_var",0.0429678281978131,0.0348779466471969,0.232256698796821,"F:/patoine/derived/resampe4_outputs/resample8_pred_fixed_vars",8,-0.582840425693942
"fixed_no_var",-0.0299507151110236,0.014553356168058,0.0528607828858206,"F:/patoine/derived/resampe4_outputs/resample9_pred_fixed_vars",9,-1.1368658699994
