scenario,slope,slope_se,slope_p,folder,run_number,outslope
fixed_no_var,-0.166415427,0.074826865,0.037828023,F:/patoine/derived/resampe500_patoine_fjoin/resample58_pred_all_vars/resample58_all_1992.rds,58,-3.046693493
fixed_no_var,-0.13608786,0.047023785,0.008972936,F:/patoine/derived/resampe500_patoine_fjoin/resample59_pred_all_vars/resample59_all_1992.rds,59,-1.90373241
fixed_no_var,0.054192798,0.031070556,0.096477561,F:/patoine/derived/resampe500_patoine_fjoin/resample6_pred_all_vars/resample6_all_1992.rds,6,-1.656956774
fixed_no_var,-0.052335777,0.019701023,0.015150443,F:/patoine/derived/resampe500_patoine_fjoin/resample60_pred_all_vars/resample60_all_1992.rds,60,-2.75877317
fixed_no_var,-0.36741425,0.206888912,0.090967446,F:/patoine/derived/resampe500_patoine_fjoin/resample61_pred_all_vars/resample61_all_1992.rds,61,-5.058285046
fixed_no_var,-0.181489806,0.085215953,0.045799925,F:/patoine/derived/resampe500_patoine_fjoin/resample62_pred_all_vars/resample62_all_1992.rds,62,-2.257144205
fixed_no_var,-0.090378168,0.035514333,0.019289457,F:/patoine/derived/resampe500_patoine_fjoin/resample63_pred_all_vars/resample63_all_1992.rds,63,-2.908881449
fixed_no_var,-0.089909699,0.031704921,0.010213416,F:/patoine/derived/resampe500_patoine_fjoin/resample64_pred_all_vars/resample64_all_1992.rds,64,-1.851141542
fixed_no_var,-0.226042304,0.113973783,0.061236216,F:/patoine/derived/resampe500_patoine_fjoin/resample65_pred_all_vars/resample65_all_1992.rds,65,-3.026561041
fixed_no_var,-0.125317683,0.049352931,0.019523711,F:/patoine/derived/resampe500_patoine_fjoin/resample66_pred_all_vars/resample66_all_1992.rds,66,-3.660346296
fixed_no_var,-0.172843605,0.076865903,0.035964733,F:/patoine/derived/resampe500_patoine_fjoin/resample67_pred_all_vars/resample67_all_1992.rds,67,-2.965088277
fixed_no_var,-0.257990039,0.100324763,0.018212039,F:/patoine/derived/resampe500_patoine_fjoin/resample68_pred_all_vars/resample68_all_1992.rds,68,-4.150179433
fixed_no_var,-0.213882956,0.089625206,0.027009599,F:/patoine/derived/resampe500_patoine_fjoin/resample69_pred_all_vars/resample69_all_1992.rds,69,-3.761359222
fixed_no_var,-0.285369326,0.161532047,0.0925472,F:/patoine/derived/resampe500_patoine_fjoin/resample7_pred_all_vars/resample7_all_1992.rds,7,-4.099948301
fixed_no_var,-0.337430686,0.178832279,0.073782371,F:/patoine/derived/resampe500_patoine_fjoin/resample70_pred_all_vars/resample70_all_1992.rds,70,-3.848011103
fixed_no_var,-0.072944599,0.023512926,0.005615267,F:/patoine/derived/resampe500_patoine_fjoin/resample71_pred_all_vars/resample71_all_1992.rds,71,-1.826188987
fixed_no_var,-0.323047553,0.123055362,0.016216307,F:/patoine/derived/resampe500_patoine_fjoin/resample72_pred_all_vars/resample72_all_1992.rds,72,-4.171714729
fixed_no_var,-0.211850785,0.074055883,0.009664604,F:/patoine/derived/resampe500_patoine_fjoin/resample73_pred_all_vars/resample73_all_1992.rds,73,-3.307628554
fixed_no_var,-0.113334941,0.037289146,0.006475162,F:/patoine/derived/resampe500_patoine_fjoin/resample74_pred_all_vars/resample74_all_1992.rds,74,-2.666262248
fixed_no_var,-0.157942344,0.066490388,0.027640469,F:/patoine/derived/resampe500_patoine_fjoin/resample75_pred_all_vars/resample75_all_1992.rds,75,-3.920233703
fixed_no_var,-0.260709799,0.094939064,0.012453393,F:/patoine/derived/resampe500_patoine_fjoin/resample76_pred_all_vars/resample76_all_1992.rds,76,-4.595542939
fixed_no_var,-0.2416625,0.134488778,0.087471352,F:/patoine/derived/resampe500_patoine_fjoin/resample77_pred_all_vars/resample77_all_1992.rds,77,-3.76060132
fixed_no_var,-0.164938079,0.044750519,0.001465118,F:/patoine/derived/resampe500_patoine_fjoin/resample78_pred_all_vars/resample78_all_1992.rds,78,-1.938318911
fixed_no_var,-0.313344849,0.118362422,0.015455732,F:/patoine/derived/resampe500_patoine_fjoin/resample79_pred_all_vars/resample79_all_1992.rds,79,-2.949851205
fixed_no_var,-0.226087523,0.123701671,0.082556146,F:/patoine/derived/resampe500_patoine_fjoin/resample8_pred_all_vars/resample8_all_1992.rds,8,-5.192401642
fixed_no_var,-0.245765125,0.101519025,0.0251185,F:/patoine/derived/resampe500_patoine_fjoin/resample80_pred_all_vars/resample80_all_1992.rds,80,-3.58710777
fixed_no_var,-0.324495372,0.156831002,0.051710031,F:/patoine/derived/resampe500_patoine_fjoin/resample81_pred_all_vars/resample81_all_1992.rds,81,-2.842671792
fixed_no_var,-0.019566118,0.013216327,0.154334962,F:/patoine/derived/resampe500_patoine_fjoin/resample82_pred_all_vars/resample82_all_1992.rds,82,-1.401790969
fixed_no_var,-0.289729718,0.141157625,0.053436914,F:/patoine/derived/resampe500_patoine_fjoin/resample83_pred_all_vars/resample83_all_1992.rds,83,-2.876995995
fixed_no_var,-0.333092163,0.158276837,0.048182638,F:/patoine/derived/resampe500_patoine_fjoin/resample84_pred_all_vars/resample84_all_1992.rds,84,-3.277296386
fixed_no_var,-0.055172165,0.032667492,0.106769542,F:/patoine/derived/resampe500_patoine_fjoin/resample85_pred_all_vars/resample85_all_1992.rds,85,-1.809023927
fixed_no_var,-0.177623771,0.067025485,0.015363233,F:/patoine/derived/resampe500_patoine_fjoin/resample86_pred_all_vars/resample86_all_1992.rds,86,-3.623883247
fixed_no_var,-0.029078697,0.015322805,0.072260881,F:/patoine/derived/resampe500_patoine_fjoin/resample87_pred_all_vars/resample87_all_1992.rds,87,-2.328387668
fixed_no_var,-0.176755039,0.075163968,0.029054031,F:/patoine/derived/resampe500_patoine_fjoin/resample88_pred_all_vars/resample88_all_1992.rds,88,-3.226787736
fixed_no_var,-0.251224185,0.080298903,0.005289913,F:/patoine/derived/resampe500_patoine_fjoin/resample89_pred_all_vars/resample89_all_1992.rds,89,-4.302761512
fixed_no_var,-0.287487191,0.1351081,0.045978271,F:/patoine/derived/resampe500_patoine_fjoin/resample9_pred_all_vars/resample9_all_1992.rds,9,-2.738312773
fixed_no_var,-0.222883707,0.10995294,0.056192826,F:/patoine/derived/resampe500_patoine_fjoin/resample90_pred_all_vars/resample90_all_1992.rds,90,-2.35433097
fixed_no_var,-0.306521552,0.143096762,0.044679811,F:/patoine/derived/resampe500_patoine_fjoin/resample91_pred_all_vars/resample91_all_1992.rds,91,-2.646304183
fixed_no_var,-0.196386188,0.092599039,0.046630333,F:/patoine/derived/resampe500_patoine_fjoin/resample92_pred_all_vars/resample92_all_1992.rds,92,-2.274137383
fixed_no_var,-0.224370042,0.100148389,0.036580149,F:/patoine/derived/resampe500_patoine_fjoin/resample93_pred_all_vars/resample93_all_1992.rds,93,-2.896442523
fixed_no_var,-0.214869484,0.085939912,0.021223153,F:/patoine/derived/resampe500_patoine_fjoin/resample94_pred_all_vars/resample94_all_1992.rds,94,-3.268777902
fixed_no_var,-0.179392116,0.086853771,0.052084094,F:/patoine/derived/resampe500_patoine_fjoin/resample95_pred_all_vars/resample95_all_1992.rds,95,-2.698578261
fixed_no_var,-0.366441065,0.152697049,0.026260403,F:/patoine/derived/resampe500_patoine_fjoin/resample96_pred_all_vars/resample96_all_1992.rds,96,-4.703164142
fixed_no_var,-0.232707538,0.111705522,0.050273977,F:/patoine/derived/resampe500_patoine_fjoin/resample97_pred_all_vars/resample97_all_1992.rds,97,-2.754668923
fixed_no_var,-0.390176536,0.21554083,0.085313757,F:/patoine/derived/resampe500_patoine_fjoin/resample98_pred_all_vars/resample98_all_1992.rds,98,-2.874337267
fixed_no_var,-0.085045334,0.026001744,0.00382447,F:/patoine/derived/resampe500_patoine_fjoin/resample99_pred_all_vars/resample99_all_1992.rds,99,-2.378998216
fixed_no_var,-0.291904051,0.155565556,0.075269627,E:/patoine/resampe500_patoine_fjoin_2nd/resample1_pred_all_vars/resample1_all_1992.rds,101,-3.004549638
fixed_no_var,-0.212786923,0.089261343,0.027154715,E:/patoine/resampe500_patoine_fjoin_2nd/resample10_pred_all_vars/resample10_all_1992.rds,110,-2.761376773
fixed_no_var,-0.23851407,0.095246479,0.02104494,E:/patoine/resampe500_patoine_fjoin_2nd/resample100_pred_all_vars/resample100_all_1992.rds,200,-3.93145219
fixed_no_var,-0.249592898,0.081681253,0.006240508,E:/patoine/resampe500_patoine_fjoin_2nd/resample11_pred_all_vars/resample11_all_1992.rds,111,-2.490454526
fixed_no_var,-0.187232938,0.078538655,0.027149308,E:/patoine/resampe500_patoine_fjoin_2nd/resample12_pred_all_vars/resample12_all_1992.rds,112,-3.115061131
fixed_no_var,-0.218558817,0.077325759,0.010427666,E:/patoine/resampe500_patoine_fjoin_2nd/resample13_pred_all_vars/resample13_all_1992.rds,113,-3.398484822
fixed_no_var,-0.310579703,0.132002872,0.028979281,E:/patoine/resampe500_patoine_fjoin_2nd/resample14_pred_all_vars/resample14_all_1992.rds,114,-2.912492638
fixed_no_var,-0.407702817,0.204933031,0.06050324,E:/patoine/resampe500_patoine_fjoin_2nd/resample15_pred_all_vars/resample15_all_1992.rds,115,-4.179135054
fixed_no_var,-0.233028511,0.122743049,0.072154723,E:/patoine/resampe500_patoine_fjoin_2nd/resample16_pred_all_vars/resample16_all_1992.rds,116,-3.166946279
fixed_no_var,-0.239116191,0.080774153,0.007736143,E:/patoine/resampe500_patoine_fjoin_2nd/resample17_pred_all_vars/resample17_all_1992.rds,117,-2.985894029
fixed_no_var,-0.232852445,0.124351419,0.075827034,E:/patoine/resampe500_patoine_fjoin_2nd/resample18_pred_all_vars/resample18_all_1992.rds,118,-3.524623637
fixed_no_var,-0.06771116,0.021512805,0.00506779,E:/patoine/resampe500_patoine_fjoin_2nd/resample19_pred_all_vars/resample19_all_1992.rds,119,-1.941155327
fixed_no_var,-0.334763264,0.137413192,0.024318938,E:/patoine/resampe500_patoine_fjoin_2nd/resample2_pred_all_vars/resample2_all_1992.rds,102,-2.964432905
fixed_no_var,-0.34108518,0.15895287,0.044341539,E:/patoine/resampe500_patoine_fjoin_2nd/resample20_pred_all_vars/resample20_all_1992.rds,120,-2.680090215
fixed_no_var,-0.157967935,0.081557031,0.067012897,E:/patoine/resampe500_patoine_fjoin_2nd/resample21_pred_all_vars/resample21_all_1992.rds,121,-2.457395175
fixed_no_var,-0.268434657,0.145906596,0.080693268,E:/patoine/resampe500_patoine_fjoin_2nd/resample22_pred_all_vars/resample22_all_1992.rds,122,-2.462044884
fixed_no_var,-0.297899225,0.129257152,0.032033586,E:/patoine/resampe500_patoine_fjoin_2nd/resample23_pred_all_vars/resample23_all_1992.rds,123,-4.061411651
fixed_no_var,-0.319990285,0.150263665,0.045821849,E:/patoine/resampe500_patoine_fjoin_2nd/resample24_pred_all_vars/resample24_all_1992.rds,124,-3.430351389
fixed_no_var,-0.118626461,0.036026478,0.003636314,E:/patoine/resampe500_patoine_fjoin_2nd/resample25_pred_all_vars/resample25_all_1992.rds,125,-2.440878989
fixed_no_var,-0.235367607,0.083017138,0.010228364,E:/patoine/resampe500_patoine_fjoin_2nd/resample26_pred_all_vars/resample26_all_1992.rds,126,-4.264615038
fixed_no_var,-0.275468606,0.109946048,0.020986044,E:/patoine/resampe500_patoine_fjoin_2nd/resample27_pred_all_vars/resample27_all_1992.rds,127,-2.521556147
fixed_no_var,-0.245788942,0.126128597,0.065497187,E:/patoine/resampe500_patoine_fjoin_2nd/resample28_pred_all_vars/resample28_all_1992.rds,128,-2.961045067
fixed_no_var,-0.122102998,0.037374815,0.00385764,E:/patoine/resampe500_patoine_fjoin_2nd/resample29_pred_all_vars/resample29_all_1992.rds,129,-2.554257836
fixed_no_var,-0.101381099,0.024032594,0.000422079,E:/patoine/resampe500_patoine_fjoin_2nd/resample3_pred_all_vars/resample3_all_1992.rds,103,-2.662780133
fixed_no_var,-0.444819483,0.236142693,0.074230231,E:/patoine/resampe500_patoine_fjoin_2nd/resample30_pred_all_vars/resample30_all_1992.rds,130,-2.397878264
fixed_no_var,-0.277784507,0.115423038,0.025883007,E:/patoine/resampe500_patoine_fjoin_2nd/resample31_pred_all_vars/resample31_all_1992.rds,131,-4.423565496
fixed_no_var,-0.131077391,0.052727745,0.021880596,E:/patoine/resampe500_patoine_fjoin_2nd/resample32_pred_all_vars/resample32_all_1992.rds,132,-1.463552973
fixed_no_var,-0.122893893,0.044367782,0.011817165,E:/patoine/resampe500_patoine_fjoin_2nd/resample33_pred_all_vars/resample33_all_1992.rds,133,-2.318950512
fixed_no_var,-0.17264416,0.052971642,0.003927229,E:/patoine/resampe500_patoine_fjoin_2nd/resample34_pred_all_vars/resample34_all_1992.rds,134,-2.225362913
fixed_no_var,-0.209588855,0.090976929,0.032096352,E:/patoine/resampe500_patoine_fjoin_2nd/resample35_pred_all_vars/resample35_all_1992.rds,135,-2.600201578
fixed_no_var,-0.199573318,0.111111204,0.08759236,E:/patoine/resampe500_patoine_fjoin_2nd/resample36_pred_all_vars/resample36_all_1992.rds,136,-3.256007481
fixed_no_var,-0.299368665,0.129913718,0.032055969,E:/patoine/resampe500_patoine_fjoin_2nd/resample37_pred_all_vars/resample37_all_1992.rds,137,-3.782385708
fixed_no_var,-0.244780662,0.095716378,0.018777319,E:/patoine/resampe500_patoine_fjoin_2nd/resample38_pred_all_vars/resample38_all_1992.rds,138,-3.801189189
fixed_no_var,-0.126699279,0.051399284,0.02287708,E:/patoine/resampe500_patoine_fjoin_2nd/resample39_pred_all_vars/resample39_all_1992.rds,139,-1.713420368
fixed_no_var,-0.160763336,0.033362459,0.000104396,E:/patoine/resampe500_patoine_fjoin_2nd/resample4_pred_all_vars/resample4_all_1992.rds,104,-1.831394804
